Norwegian,English
fortapte,lost
speider,scout
lovbrudd,offense
stallen,stable
kuken,cock
fisket,fishing
psykiatrisk,psychiatric
telegram,telegram
lasse,lasse
symptomer,symptoms
sørgelig,sad
varslet,warning
golden,golden
banner,banner
skikkelige,decent
feiret,celebrated
gracie,gracie
universitet,university
vås,ways
møtene,meetings
bombet,bomb
samtalene,talks
carole,carole
ledige,vacant
slade,gossip
angst,anxiety
sæd,sperm
ministeren,the minister
brekke,break
tiltrekker,attracts
heil,Heil
løpende,running
heisann,Hi
kathy,Kathy
stat,state
sjarm,charm
ahmed,ahmed
infeksjon,infection
knekt,jack
båtene,boats
væske,liquid
esel,donkey
priser,prices
phoebe,phoebe
ankommet,arrived
ramme,frame
senteret,center
barnas,children's
blødde,bleed
akseptert,accepted
medlidenhet,pity
barnets,child's
stanken,stench
nyttår,new Year
godkjenne,approve
kunstig,artificial
distrahert,distracted
slektning,relative
bekreft,affirm
patterson,pattern
empire,empire
buffalo,buffalo
lan,loan
hayes,hayes
gult,yellow
warp,war
bestevenn,best friend
erin,Erin
studioet,studio
romskip,spaceship
vakrere,more beautiful
skinke,ham
kjølig,cool
saktere,slower
overvåkning,surveillance
overføre,transfer
shannon,Shannon
orson,orson
ego,ego
falls,falls
dutch,dutch
bennet,legged
ingeniør,engineer
disken,disk
trish,trish
arme,army
letter,easier
google,google
serena,serena
smertene,pain
alias,alias
varmer,heater
stryke,iron
hengende,hanging
kødden,meat
respektert,respected
gater,streets
tilbrakt,spent
åpning,opening
vrak,wreck
trangt,cramped
rykk,jerk
trollmannen,the wizard
dukken,doll
ida,ida
tilkalle,call
cathy,caty
utgifter,expenditure
manipulere,manipulate
soper,ziper
engelen,angel
hylle,shelf
bridget,bridge
korset,cross
frikjent,acquitted
frigjøre,liberate
trass,defiance
skryte,boast
pan,pan
plater,plates
syner,vision
utryddet,exterminated
rammer,frame
avskjed,goodbye
uklart,unclear
minuttene,minutes
låte,song
forlik,settlement
herske,ruling
prue,advance
iskaldt,icy
yoga,yoga
eksperter,experts
kassa,checkout
elskerinne,mistress
hjernerystelse,concussion
treg,slow
ranch,ranch
skyggene,shadows
temaet,theme
mørkets,darkness
pauline,pauline
kritikk,criticism
innbiller,imagine
avtrykk,impression
forstanden,sense
roet,calm
aids,AIDS
lnn,lnn
fi,ﬁ
troskap,allegiance
sonen,zone
spøkelset,ghost
pá,on
tøv,raw
ørn,eagle
plata,album
rufus,rufus
bygninger,buildings
laden,charge
møkk,muck
mistenksom,suspicious
bakerst,rear
vidunderlige,wonderful
sidney,sidney
brått,abrupt
ess,ace
betsy,betsy
åttende,eighth
potensial,potential
ledende,leader
verdiløs,worthless
ska,skate
weaver,weaver
lød,sound
ødeleggelse,destruction
elise,Elise
kidnappe,kidnap
signerte,signed
tretten,thirteen
overs,translation
ungdommen,youth
skrivebord,desk
innfødte,native
gli,slide
sykler,bicycle
ingensteds,nowhere
redusert,reduced
strømmer,streams
nattens,night
drager,Dragons
dyrebare,precious
sjenerøs,generous
jula,Christmas
ronny,ronny
kjøretur,ride
tidene,times
kline,make out
prosess,process
stamme,tribe
morfin,morphine
nøt,nut
nat,night
bokse,box
tennessee,tennessee
oppstår,occurs
betjenter,officers
smelte,melt
beskutt,taxed
gavene,the gifts
kveget,cattle
joda,yes
erobre,conquer
dritings,tirk
bridge,bridge
ambassadøren,ambassador
salem,salem
styres,controlled
alvin,alvin
trekkes,pulled
sigar,cigar
avviser,reject
allah,Allah
tosken,fool
kjemi,Chemistry
investering,investment
stakkaren,the poor
mase,mush
tannlegen,dentist
harald,Harald
corinne,corin
jazz,jazz
hyde,hyde
pule,bill
betingelse,condition
jegere,hunters
with,With
skjoldet,shield
chief,chief
pell,pell
lina,lina
superhelt,superhero
betingelser,conditions
fårjeg,I get
lederne,conductors
skinne,sparkle
spyttet,saliva
gjesten,guest
feilgrep,mistake
sykepleieren,nurse
romvesen,aliens
oppkalt,named
overgrep,abuse
runden,round
fisher,fisher
koke,boil
prostituerte,prostitute
laurie,laurian
beist,beast
link,link
torturere,torture
lex,lex
sida,side
tøffere,tougher
smarteste,smartest
barrow,barrow
bryce,brow
amelia,amelia
vesener,beings
forventninger,expectations
verandaen,porch
studier,studies
boo,boo
vagina,vagina
ankelen,ankle
smuglet,smuggled
skapningen,creature
nytelse,pleasure
fitz,fitz
aye,aye
unnskyldningen,apology
rister,shakes
råtten,rotten
farmor,grandmother
maling,paint
jødiske,Jewish
fremtidige,future
intenst,intense
pittsburgh,pittsburgh
kreativ,creative
isak,Isaac
forfølge,pursue
bartender,bartender
truman,truman
senatoren,the senator
stilles,position
spørs,question
chakotay,chakotay
asort,Asort
avvise,reject
støter,bump
action,action
påstå,claim
opptreden,performance
diskret,discreet
huh,huh
danne,create
bortenfor,beyond
vandret,wandered
regningene,the bills
haken,chin
samlingen,collection
nedlatende,condescending
selvsikker,confident
elijah,elijah
kaka,cake
kontrollert,controlled
gjennomgått,reviewed
virgil,viral
muntre,cheer
ctu,ctu
leif,leif
avhørt,interrogate
kjemisk,chemical
overvinne,defeat
tower,Tower
turister,tourists
farfar,grandfather
venns,friend
journalen,journal
fotspor,footprint
fiendene,enemies
josef,joseph
dawson,dawson
kupp,deal
overføring,transfer
lærerne,the teachers
oskar,Oskar
spyd,spear
kat,cat
fløyet,flown
ambisjoner,ambition
fotograf,photographer
courtney,courtney
center,center
gledelig,gratifying
telefonnummeret,the phone number
dristig,bold
helene,helene
hvisker,whispers
á,to
ungdommene,youth
villa,villa
skinnende,shining
støvet,dusty
peterson,peterson
lønnen,wages
papa,papa
eksperimentet,experiment
guide,guide
ss,SS
hellighet,holiness
amir,amir
pekte,point
vansker,troubles
stråling,radiation
småpenger,small
vedkommende,he or she
sendingen,broadcast
utfordret,challenged
snarest,as soon as
skjønnheten,beauty
martinez,martinez
tyggegummi,chewing gum
blonde,blonde
susie,Susie
teorier,theories
seksjon,section
bronx,bronx
union,union
ladet,charged
solo,solo
keller,keller
beskrivelse,description
farligste,dangerous
reservert,reserved
revolver,gun
båret,carried
stripper,stripper
avventer,awaiting
fyrverkeri,fireworks
kryper,crawl
formelen,formula
seil,sail
massasje,massage
lader,charger
erstatter,replace
peisen,the fireplace
vanskeligheter,difficulties
overså,overlook
formet,shaped
tilbakestående,retarded
skroget,hull
utviklingen,the development
ensomhet,solitude
forkjølet,have a cold
carmen,Carmen
rapportert,reported
lagret,saved
lenket,linked
ranger,ranger
fiskene,fish
stråle,jet
terror,terror
gjenkjente,recognized
kasper,Kasper
kua,cow
blødningen,bleeding
henderson,hire
bryllupsreisen,honeymoon
kjempegod,very good
nam,name
bestikke,bribe
vaktmesteren,the caretaker
uviktig,unimportant
hot,hot
bourbon,bourbon
mur,wall
innsatt,inmate
rullet,rolled
night,night
tvillingene,the twins
fremgang,progress
forstand,sense
infisert,infected
friskt,fresh
bortreist,out of town
maurice,maurice
uforskammet,rude
helbrede,heal
prioritet,priority
taktikk,tactics
bom,boom
bigfoot,bigfoot
kanon,cannon
dverg,dwarf
juliet,juliet
ihvertfall,at least
ollie,oil
datt,then
innsett,inmate
herman,herman
vinnie,win
kavaleriet,cavalry
mallory,mallory
tiffany,tiffany
fabrikk,factory
oppfyllelse,fulfillment
kjendis,celebrity
ats,ATS
alicia,alicia
permisjon,leave
torget,square
reddes,rescued
forhandlingene,negotiations
duften,scent
antonius,Antonius
niklas,niklas
kodene,codes
shawn,shawn
tammy,tammy
spionere,spy
støy,noise
flyte,float
hendelsene,events
uheldigvis,unfortunately
sonia,sonia
idiotiske,idiotic
gps,GPS
adoptere,adopt
ol,beer
kriminelt,criminal
skuffen,drawer
mais,corn
årsaker,causes
maleriene,paintings
iskald,ice cold
allmektige,almighty
bisk,bick
aksjene,stock
stacy,stacy
uvanlige,unusual
ferske,fresh
beredskap,emergency
organer,organs
retrett,retreat
glo,glo
sammenligne,compare
mordene,the murders
krutt,powder
spredd,scattered
drepes,killed
forseglet,sealed
førerkortet,driver's license
tilkall,call
mas,hassle
besvare,answer
høringen,hearing
tøyser,piece
mccoy,mcCoy
bestill,order
artie,artie
titan,titanium
meredith,meredith
stevie,stevie
hong,hong
roosevelt,roose
frans,Frans
verksted,workshop
notatene,notes
realistisk,realistic
eddy,eddy
puttet,put
våge,dare
pusset,polished
underlige,strange
irrelevant,irrelevant
flyttes,move
juridiske,legal
isabelle,Isabelle
brutale,brutal
uakseptabelt,unacceptable
fysikk,physics
operert,operated
fullmakt,authority
rettferdigheten,the righteousness
kreditt,credit
demp,damp
rømmen,cream
slitsom,exhausting
balansen,balance
homeland,Homeland
lua,hat
fartøy,vessel
omme,about
lekket,leaked
overtaket,takeover
spesifikt,specific
à,à à à
niende,ninth
anonymt,anonymous
oswald,oswald
tempo,tempo
jøye,hunting
historiens,story
analysere,analyze
naturens,nature
brutal,brutal
dougie,dougie
teknikk,technique
thailand,thailand
theresa,theresa
bitte,bit
nĺ,now
motstander,opponent
opprøret,rebellion
fjorten,fourteen
butikker,shops
brooke,brooke
avlyttet,intercepted
kjøretøyet,vehicle
genser,sweater
nag,network
patrik,patrik
eksakt,exact
spesialist,specialist
hanskene,gloves
spade,shovel
avslutning,end
riggs,rig
verker,works
tømt,empty
bibliotek,library
fødsel,birth
briggs,briggs
farens,father
regnskap,accounting
invasjonen,invasion
depresjon,depression
casper,casper
overlegen,superior
russere,Russians
jasså,yeah
akutt,acute
slagmarken,battlefield
tå,toe
forvirring,confusion
hissig,angry
sjalusi,jealousy
byene,cities
innsikt,insight
konene,wives
gold,gold
alternativet,option
valgkampen,election campaign
drives,drive
hagle,shotgun
engstelig,anxious
krem,cream
dypeste,deepest
kjempegodt,great
valgene,the choices
granat,grenade
mater,mater
tilfredsstille,satisfy
vitenskapsmann,scientist
fraktet,transport
fjes,face
lew,lew
nettverket,network
innenfra,from within
kost,diet
angelo,angelo
grann,neighbor
hjulet,wheel
illusjon,illusion
stoppes,stops
ass,ass
fiendtlige,hostile
america,America
sherry,sherry
burger,burger
influensa,flu
zero,zero
amigo,amigo
personene,the people
uskyld,innocence
costa,costa
inngang,entrance
vie,devote
hjort,deer
party,party
sosialt,social
fil,file
marked,market
hengivenhet,devotion
agn,bait
buzz,buzz
avviste,rejected
omtenksomt,thoughtfully
isolat,isolate
takt,tact
aria,aria
ryggsekken,backpack
alabama,alabama
musiker,musician
garanti,warranty
latterlige,ridiculous
trivelig,nice
blokkert,blocked
innbyggerne,inhabitants
kondomer,condom
gruven,mine
scylla,scylla
daryl,daryl
mikael,mikael
gavin,gavin
klippen,cliff
ølen,beer
produktet,product
flekk,spot
undersøkelser,research
fersking,fresh
trå,threat
typene,types
virkning,effect
vokte,guard
måneders,month
detjeg,what I
barnehagen,nursery
lekkert,delicious
bråker,noise
kjøpesenteret,mall
beleilig,convenient
butch,butch
opplæring,training
selskaper,company
signatur,signature
oppsøke,visit
spionerer,spy
ubetydelig,insignificant
pissprat,piss talk
musa,mouse
q,q
ulvene,wolf
profesjonelt,professional
logikk,logic
oljen,oil
representere,represent
piknik,picnic
bæsj,pitch
forby,prohibit
original,original
surfe,surf
høst,autumn
pute,pillow
teknikerne,the technicians
farget,colored
ia,IA
integritet,integrity
bakdøra,behind the door
burton,burton
klappe,clap
cruz,cruz
laken,sheet
match,match
sanders,Sanders
fowler,fowler
cookie,cookie
ynkelige,pitiful
kanter,edges
kinnet,cheek
handa,hand
forstar,understand
tallerken,plate
sanchez,sanchez
forlatelse,abandon
homofile,gay
tilkalt,call
harlem,harlem
unnslapp,escape
likegyldig,indifferent
fristende,tempting
giv,give
royal,royal
blunk,wink
våpenhvile,truce
dal,valley
ubåt,submarine
jenkins,jenkins
korrupsjon,corruption
kaniner,rabbits
frelser,Savior
forut,ahead
kari,kari
politimester,chief
leiemorder,renter
stave,spell
hjelpeløs,helpless
light,light
røykte,smoked
lilly,lilly
baki,behind
immunitet,immunity
preston,preston
mount,mount
chip,chip
ignorerer,ignore
tempel,temple
amatør,amateur
kjærlighetens,the love of love
innstilling,adjustment
satellitt,satellite
val,choice
polo,polo
meters,meter
vett,sense
frekke,rude
nødstilfelle,case
skarpt,sharp
gardinene,curtains
villmarken,wilderness
skrudde,turned
spores,track
figur,figure
interessen,interest
rikeste,richest
fornærmer,offends
gjensidig,mutual
tystet,silently
sonet,zone
møkka,muck
tøys,cloth
puss,pus
martini,martini
bon,bon
høyest,highest
wu,wu
åndene,spirits
bly,lead
antrekk,outfit
sladret,gossip
hovedstaden,the capital
dora,dora
råtner,rotten
haugen,mound
dyrker,grows
fella,fella
avslått,turned
vega,vega
inspirerende,inspirational
clayton,clayton
sivil,civilian
ulrik,Ulrik
regninger,bills
hor,adultery
taushet,silence
rettssalen,courtroom
josie,josie
fengsler,prisons
evigheten,eternity
ølet,beer
stakkar,poor
hurpa,hurpa
lund,parish
medskyldig,accessory
hilst,greeted
inderlig,s hound
pumpe,pump
carolyn,carolyn
presenterte,presented
spøke,joke
pã,on
turer,trips
ukes,week
avtalte,agreed
manuel,manuel
mensen,period
tidsspørsmål,time
overtok,took over
oppløsning,resolution
brytes,break
saint,saint
samtlige,all
armbåndet,bracelet
klikk,click
bunns,bottom
misfoster,misfoster
svever,hovers
sørlige,southern
hever,raise
milo,milo
sjøs,sea
manerer,manners
louisiana,louisiana
torres,torres
springer,springs
eagle,eagle
benytte,use
tiende,tenth
audition,audition
formannen,the chairman
annenhver,every other
archer,archer
garrett,garnish
blokkerer,block
avstanden,distance
angret,regretted
pek,point
trusene,panties
tråder,strands
påminnelse,reminder
mannlige,male
skygget,shaded
roret,helm
myte,myth
skyssen,kiss
canyon,canyon
begeret,cup
identiteten,identity
reklamen,the advertisement
tåke,fog
rifle,rifle
kaliber,caliber
tabbet,mistake
innestengt,locked
øvd,practiced
anbefalte,recommended
redusere,reduce
bankene,banks
boms,bum
clinton,clinton
rich,rich
smugle,smuggle
allan,Allan
scarlett,scarlett
hitman,hitman
vern,protection
peters,peters
handlingen,action
okse,ox
tiltak,measures
livsstil,lifestyle
nolan,nolan
nonne,nun
bass,bass
restauranter,restaurants
niese,niece
darren,darren
skåler,bowl
edel,noble
h.,h.
flukten,escape
kvartalet,the quarter
imperiet,empire
narkoman,addict
sårbare,vulnerable
digre,huge
kollegaen,colleague
slavene,slaves
sløse,waste
gregory,Gregory
benekter,deny
utgangen,end
utrydde,exterminate
barndom,childhood
krevende,demanding
terrorisme,terrorism
unikt,unique
bølge,wave
dritbra,bite
ubrukelige,useless
please,please
gabe,gabe
forvandles,turn
mykt,soft
stanton,stanton
kollegene,colleagues
kaoset,chaos
fallet,fall
frø,seed
koordinater,coordinates
wright,wright
monstrene,the monsters
power,power
irske,Irish
hornet,horn
bedrager,deceit
ramon,ramon
overhode,head
brems,brake
jukset,cheat
ytterst,extremely
m.,m.
skjerpe,sharpen
prinsipper,principles
sjømann,sailor
simmons,simmons
oversette,translate
simone,simone
protesterer,protest
seilte,sailed
ekskona,ex -wife
politisjef,chief of police
trekant,triangle
løftene,promises
flammene,flames
alden,alden
kommentere,comment
kulden,cold
spilles,play
putt,put
kryr,bourge
dodge,dodge
rory,rory
feiginger,cowards
suite,suite
hakk,notch
forpulte,kneel
søppelet,garbage
umiddelbar,immediate
beruset,intoxicated
ernie,ernie
formelt,formally
mercedes,mercedes
undertegnet,signed
capitol,capitol
passert,passed
avlyser,cancel
distriktet,district
intens,intense
merkene,marks
anses,considered
aurora,aurora
munk,monk
oregon,oregon
bøyer,buoy
chili,chili
stramme,tighten
oppmuntre,encourage
slu,gut
stemt,voted
ad,ad
bake,bake
mae,mae
armé,army
bianca,bianca
fortida,currently
leveres,is delivered
motivet,subject
forholde,relate
il,il
barnehjem,orphanage
bader,bath
ira,Ira
hoid,high
målene,goals
tilknytning,affiliation
mina,mina
klokkene,bell
førti,forty
dagboken,the diary
langley,langley
sørstatene,the southern states
hongkong,hong kong
tilintetgjøre,annihilate
johannes,John
besta,consist
egenskaper,properties
gustav,gustav
earp,EARP
sikrer,secures
drittprat,feat
spydde,spear
køddet,flesh
sabrina,sabrina
mcdonald,mcdonald
stjerneflåten,the star fleet
allting,everything
dømmekraft,judgement
oppstyr,commotion
katolikk,Catholic
svikt,failure
nål,needle
forhør,interrogation
diaz,diaz
attraktiv,attractive
pirater,pirates
asia,Asia
næring,industry
aktoratet,the prosecution
dominic,dominic
nasjonens,nation's
fryseren,the freezer
jet,jet
epler,apples
clint,clint
godkjente,approved
søm,as
våg,dare
japanerne,the Japanese
sibley,sibley
stunder,moments
balboa,balboa
bedrift,company
lucien,luci
svett,sweat
juks,cheat
yale,yale
hvorvidt,whether
lucky,lucky
røpe,reveal
fornavn,first name
eliminere,eliminate
forrest,front
maddie,maddie
avvik,deviation
hoffet,court
overveldet,overwhelmed
lionel,lionel
undersøk,inspect
instrukser,instruction
aktiviteter,activities
sverge,swear
kr,kr
synlig,visible
stadium,stage
intakt,intact
roen,calm
fylles,drunk
rørene,the pipes
fletcher,fletcher
celia,celia
distrahere,distract
snarvei,shortcut
ideene,ideas
flørter,flirt
frakter,frightening
ii,II
smugler,smuggler
pip,pipe
clarence,clarence
crawley,crawley
livvakt,bodyguard
notert,noted
grove,rough
kurset,course
generatoren,generator
evakuere,evacuate
krasjer,crash
studentene,students
bestemors,grandmother
levi,level
biologisk,biological
design,design
mmm,mmm
utah,utah
kjempegøy,great
øks,Axe
hare,hare
delaney,delaney
innendørs,indoors
arrest,arrest
forlover,latter
tiltalen,the charges
hevdet,claimed
minnesota,Minnesota
bandt,tied
lekt,play
originale,original
kes,speech
svakere,weaker
slukke,extinguish
ethel,ethel
skuddene,shots
returnerer,return
vit,know
gallagher,gallagher
sofa,couch
roland,roland
presentert,presented
vatikanet,the Vatican
idè,idea
cherry,cherry
hallik,pimp
tannlege,dentist
aksenten,accent
flamme,flame
valerie,valerie
babler,babbler
flue,fly
balkongen,the balcony
salongen,lounge
bevæpnede,armed
tårene,tears
studiene,studies
indisk,Indian
håndklær,towel
turtle,turtle
pippi,pippi
størst,largest
slakteren,butcher
udødelige,immortal
krigens,war
skramme,scratch
uansvarlig,irresponsible
militært,military
united,United
eventyret,adventure
lengste,longest
line,line
oddsene,odds
je,you
terapeut,therapist
mødrene,mothers
forhandlinger,negotiations
allie,Allie
pot,pot
marsjerer,marching
økte,increased
ypperlig,great
svakheter,weaknesses
utnevnt,appointed
grådig,greedy
mannlig,male
stormer,storm
knop,knot
verdiløse,worthless
pretty,prettty
programmert,programmed
drittunge,bite
niggere,niggers
konkret,specific
ferdes,travel
fish,fish
tegning,drawing
neimen,no but
hellet,pour
diagnose,diagnosis
kvikt,quick
bag,bag
benekte,deny
biskopen,bishop
shilling,shilling
sedler,note
skrot,scrap
tang,pliers
linja,line
egnet,suitable
lukta,smell
grovt,coarse
slettes,deletes
fancy,fancy
feilene,errors
veltet,overturned
gjenopprette,restore
burkhardt,burkhardt
klippene,clips
historiske,historic
sjelene,souls
demonene,demons
monte,monot
sensorene,the sensors
bedriften,company
helvetet,hell
your,your
renser,cleans
apokalypsen,the apocalypse
bleier,diapers
knulla,fuck
steike,roast
megge,broker
kopper,cups
misfornøyd,dissatisfied
hjertene,hearts
undertøyet,underwear
tilkaller,summon
ryggraden,spine
forene,unite
spytte,spit
emne,subject
mønsteret,pattern
overmorgen,overgrowth
romkameraten,roommate
viten,knowledge
hilset,greet
storhet,greatness
sunny,Sunny
abbie,abbie
steget,the step
solskinn,sunshine
veddet,bet
nysgjerrighet,curiosity
gates,street
konfrontere,confront
rutine,routine
kraftige,strong
offiserene,officers
filosofi,philosophy
olaf,Olaf
tykke,thick
berører,affect
ødelegges,destroy
basketball,basketball
budsjettet,budget
roboter,robots
sivilisasjonen,civilization
fattigdom,poverty
remy,remy
utroskap,infidelity
torturerte,tortured
torden,thunder
f.,f.
kanoner,cannons
sugar,sugar
modellen,model
ana,to reach
tilfeldige,casual
indiana,indiana
bølgen,the wave
gjennomgår,review
synsk,psychic
arrestordre,warrant
mildt,mild
roberto,roberto
kjeven,jaw
sansa,sense
betalingen,payment
rikets,rich
kommunen,municipality
tolererer,tolerate
oklahoma,Oklahoma
reker,shrimp
fanny,Fanny
uendelige,infinite
lengtet,crave
debatten,debate
churchill,churchill
greid,managed
batteri,battery
jordbær,strawberry
blader,leaves
franks,franks
game,game
gaius,gaius
obama,obama
flash,flash
einar,Einar
dronningens,queen
truser,panties
hast,urgent
celler,cell
låta,song
aktive,active
turné,tour
offisiell,official
plast,plastic
pusser,polish
great,great
babe,babe
sã,so
clive,clive
ydmykende,humiliating
dig,you
jennings,pondings
menneskehetens,humanity
bidrar,contributes
perkins,perkins
panama,panama
roller,roles
smeller,bangs
jukser,cheat
rabatt,discount
ridd,ridden
guddommelig,divine
yorks,yorks
føres,lead
lillian,Lillian
forgifte,poison
lue,hat
produksjonen,the production
livlig,lively
overser,overlook
richmond,Richmond
pausen,pause
kramer,Kramer
lopez,lopez
spesialitet,specialty
styrkene,the forces
forfremmelse,promotion
elsa,elsa
dbretail,dbretail
overraskelsen,surprise
kobling,coupling
hval,whale
online,online
kardinal,cardinal
husets,house
jem,chair
journal,journal
vaner,habits
atombombe,nuclear bomb
curly,curly
bøtte,bucket
senderen,transmitter
henhold,under
tryglet,tired
eskorte,escort
reserve,reserve
gigantisk,giant
sykebil,ambulance
uvenner,enemies
databasen,database
avbrøt,interrupted
føderasjonen,federation
dagevis,day
eksistere,exist
glir,glide
sete,seat
spesifikk,specific
veiledning,guidance
beløp,amount
arresten,custody
debatt,debate
dna-et,the DNA
personell,personnel
dorian,dorian
kollapset,collapsed
make,seagull
hacke,hacke
yard,yard
anonyme,anonymous
håndfull,handful
kvittering,receipt
ør,ear
cotton,cotton
formålet,purpose
knapper,buttons
lexi,lexi
overfører,transfer
strike,strike
minutters,minute
settet,set
psykologisk,psychological
lekkasje,leak
vaktmester,janitor
krisen,crisis
instinkt,instinct
pårørende,relatives
testamente,testament
slitne,wear
are,oar
profilen,profile
hjerner,brain
skikk,custom
forvaring,custody
johns,Johns
kameratene,the comrades
sektoren,sector
dummet,stupid
youtube,YouTube
skala,scale
litteratur,literature
tucker,tucker
poser,bags
klarere,clearer
spillerne,players
marcel,marcel
camelot,camelot
milton,milton
styrter,crash
stemning,mood
herifra,from where
krok,hook
kaninen,rabbit
as,lead
skjørt,skirt
cheryl,cheryl
camp,camp
forrædere,traitors
krenket,offended
neger,negro
pakt,pact
møblene,the furniture
morgendagen,tomorrow
eid,eid
syre,acid
sønnens,son
adele,sharing
bekjent,acquaintance
gitaren,the guitar
kassene,the boxes
plaza,plaza
sentimental,sentimental
kveler,suffocation
pustet,breath
tåken,fog
blink,flash
trygle,begging
marley,marley
oppfunnet,invented
timeplanen,schedule
hjertelig,heartier
carolina,carolina
kammeret,chamber
underrettet,informed
slenger,slings
tegninger,drawings
republikken,the republic
dokumentet,the document
frustrert,frustrated
hotellrom,hotel room
erklære,declare
forhindret,prevented
akutten,the emergency
leges,heal
korrupte,corrupt
flight,flight
elskere,lovers
påfunn,invention
hevnen,revenge
oriene,orias
meddele,notify
blomsten,flower
trapp,staircase
case,case
fjernes,removed
memphis,memphis
stelle,care
to-tre,two-three
spiker,nail
forfedrene,ancestors
hacker,hacker
atter,left
stokk,cane
varebil,van
jude,Jude
vaughn,vaughn
funksjon,function
oxford,oxford
lidenskapelig,passionate
christy,Christy
kjemiske,chemical
nivået,level
taus,silent
splittet,split
horisonten,the horizon
nassau,nassau
russer,Russian
firmaer,company
universets,universe
kay,kay
mĺ,must
arrangerer,organizes
gror,grow
jarl,earl
klikket,clicked
brewster,brewster
rasistisk,racist
fordra,abide
utstyrt,ended
sirkuset,circus
gjensyn,look
greske,Gree
apoteket,pharmacy
pawnee,pawnee
i.,in.
barrett,barrack
seksten,sixteen
utdanning,education
kveles,suffocation
fansen,fans
egoistiske,selfish
vettskremt,terrified
sjø,sea
timmy,timmy
morfar,grandfather
rustning,armor
innviklet,intricate
frodo,frodo
talenter,talent
nadia,nadia
redning,rescue
førstemann,first
wild,wild
moralen,morality
opplegg,program
setning,sentence
meldingene,the messages
tilstede,present
bolle,bun
elendighet,misery
slukk,extinguish
slukket,Extinguished
kalenderen,the calendar
arter,species
fernando,Fernando
pressekonferansen,the press conference
liknende,similar
kvitter,acknowled
justisdepartementet,Justice Department
starfleet,starfleet
jax,jax
kyr,cows
innvendig,internal
skrikende,screaming
flaggermus,bat
roboten,the robot
middel,remedy
låten,song
reparerer,repairs
eksellense,excellence
university,university
erfaren,experienced
marcy,marcy
psykologi,psychology
frosk,frog
addy,addy
jonny,jonny
silke,silk
dixon,dixon
pervers,perverse
invasjon,invasion
kunstnere,artists
arbeidsløs,jobless
good,good
versjonen,version
odo,odo
støte,eject
kravene,requirements
maur,ant
parkeringsplass,parking space
beskyttes,protect
kelner,waiter
patetiske,pathetic
leppestift,lipstick
kjeftet,shut
velkomst,welcome
nixon,nixon
uavgjort,tie
marsjere,march
åndedrag,breath
rullebladet,the roller leaf
hjulene,wheels
engasjement,engagement
organisere,organize
t-skjorte,T shirt
forakt,contempt
bernadette,Bernadette
bier,bees
blunke,wink
hade,Bye
sperr,barrier
tanner,tooth
foretar,makes
skuff,drawer
suppen,soup
firmaets,company's
simpel,simple
skyv,push
sengetid,bedtime
kreften,cancer
nedfor,down
årlige,annual
utenat,watch
elliott,Elliott
journalisten,journalist
jacks,jacks
slit,wear
melken,milk
bakt,baked
twitter,twitter
sperre,barrier
splitte,split
angrepene,attacks
servitør,waiter
hammeren,hammer
pille,pill
burrows,burrows
kastes,thrown
gjerninger,deed
kukken,cock
ydmyk,humble
talbot,talbot
østkysten,east coast
wendell,wendell
velkomne,welcome
vito,U.S. two
dante,dante
bladene,leaves
utrette,achieve
pels,fur
nøler,hesitates
ror,tube
forsinkelsen,delay
tunnelene,the tunnels
observere,observe
five,five
stråler,rays
carly,carly
gryn,grits
etasjen,floor
kev,kev
hølet,the hole
massa,mass
vinn,win
kuleste,cool
flekker,stain
utendørs,outdoors
flykt,escape
syd,south
muldyr,mule
funn,discovery
frøs,froze
stipend,scholarship
assisterende,assistant
laboratorium,laboratory
kentucky,kentucky
underholde,entertain
redsel,fear
kunngjøring,announcement
utløst,triggered
vogner,carts
blekk,ink
gjengjelde,reciprocate
fbis,fbis
atomvåpen,nuclear
connecticut,connecticut
sting,stitch
episoder,episodes
besettelse,obsession
sirkler,circles
meksikanske,Mexican
urolige,troubled
fair,fair
snacks,snacks
avslo,reject
fungerende,functioning
tilfredsstillende,satisfactory
platene,the records
kendra,kendra
sovjetunionen,Soviet Union
vrir,turn
samleie,intercourse
custer,custer
ace,ace
esther,ester
selvstendig,independent
ke,ke
rasmus,rasmus
uoffisielt,unofficial
arabisk,arab
bakveien,the back road
uhyggelig,grim
tygge,chew
turneringen,tournament
formel,formula
reaksjonen,reaction
avhengige,dependent
såvidt,barely
lin,linen
lovene,laws
sandwich,sandwich
svek,fail
sushi,sushi
kjær,dear
kongressmedlem,congressional
unngikk,avoided
diamant,diamond
barb,barb
åsene,hills
vitenskapelige,scientific
cruise,cruise
kommuniserer,communicate
niko,niko
bran,bran
iran,Iran
drinkene,drinks
observasjon,observation
henges,hang
mild,mild
kjeltring,scounding
løsepenger,ransom
lands,country
stem,voice
luis,luis
trofaste,faithful
ripper,ripper
grådighet,greed
dusjer,showers
iiker,in the
kvittet,rid
indikerer,indicates
befant,lived
troppen,squad
force,force
tegningen,drawing
romantikk,romance
blåmerker,bruises
fredrik,Fredrik
dolores,dolores
syndet,sin
abel,abel
frida,frida
koffertene,the suitcases
vers,verse
plikten,duty
beregnet,calculated
østers,oyster
fargede,colored
forpliktelser,commitments
hayden,hayden
noengang,ever
smøre,lubricate
lannister,lannister
pasta,pasta
begrense,limit
involvere,involve
sammenbrudd,breakdown
